Product,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Itemcount,Revenue
WHOLE CHICKEN (CHEMICAL FREE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,7.0,62.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,115.0,5581.89990234375
STEVIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,17.0,15.0,1.0,0.0,0.0,0.0,21.0,13.0,3.0,92.0,5414.3999938964835
BANANA,0.0,0.0,0.0,20.0,10.0,14.0,18.0,20.0,5.0,14.0,18.0,25.0,17.0,30.0,32.0,16.0,14.0,21.0,15.0,26.0,20.0,13.0,9.0,15.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.0,5369.983276367188
MUSHROOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,19.0,35.0,16.0,19.0,16.0,13.0,10.0,15.0,12.0,10.0,9.0,16.0,11.0,14.0,11.0,13.0,23.0,14.0,21.0,37.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,7.0,9.0,414.0,5224.93017578125
PUMPKIN SEEDS,0.0,3.0,0.0,4.0,1.0,2.0,8.0,14.0,2.0,9.0,17.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,19.0,10.0,22.0,22.0,30.0,26.0,40.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,256.0,5075.879804611206
CUCUMBER (CHEMICAL FREE),0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,28.0,39.0,33.0,23.0,47.0,77.0,83.0,64.0,55.0,24.0,0.0,0.0,12.0,84.0,46.0,16.0,652.0,5024.299903869629
TOMATO (CHEMICAL FREE),0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,38.0,29.0,28.0,47.0,103.0,101.0,106.0,69.0,25.0,0.0,0.0,4.0,196.0,33.0,16.0,831.0,4971.4300479888925
DUCK (CHEMICAL FREE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,13.0,14.0,6.0,46.0,4951.81005859375
OATS WITH SPIRULINA AND BARLEY GRASS (ORGANIC) ? SUPER FOOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,105.0,33.0,195.0,4827.2392578125
BROWN RICE ROTINI ( AMERICAN ) - GLUTEN FREE - ORGANIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,6.0,3.0,1.0,1.0,0.0,12.0,2.0,4.0,2.0,7.0,4.0,0.0,5.0,4.0,7.0,6.0,7.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,4764.7998046875
ZUCCHINI (CHEMICAL FREE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,28.0,26.0,32.0,28.0,49.0,58.0,51.0,35.0,27.0,0.0,0.0,5.0,107.0,46.0,19.0,533.0,4666.880012512207
SIXTH OF OCTOBER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,6.0,4.0,0.0,3.0,3.0,0.0,7.0,5.0,15.0,2.0,6.0,1.0,2.0,3.0,1.0,8.0,10.0,6.0,3.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,19.0,15.0,11.0,157.0,4655.0
SALMON STEAK ( FROZEN ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,10.0,12.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,4652.7998046875
SWEET PINEAPPLES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,7.0,9.0,25.0,11.0,10.0,10.0,3.0,0.0,0.0,4.0,24.0,3.0,0.0,126.0,4601.0
OATS WITH MACA AND COCOA (ORGANIC) ? SUPER FOOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,86.0,52.0,195.0,4587.8076171875
UNSWEETENED SOY MILK ( ORGANIC ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,7.0,16.0,13.0,13.0,0.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0,5.0,4.0,0.0,5.0,6.0,3.0,10.0,10.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,4494.10009765625
BERRY MIX ( FROZEN ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,6.0,1.0,11.0,16.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,86.0,4485.0
VEAL LIVER,0.0,0.0,0.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,4.0,4.0,4.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,4410.0299377441415
CAMEL MILK (FROZEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,25.0,30.0,8.0,11.0,9.0,2.0,0.0,0.0,3.0,101.0,70.0,30.0,323.0,4407.5
VEAL RIBS (BEIT KALAWY),0.0,0.0,0.0,11.0,2.0,0.0,3.0,1.0,0.0,6.0,0.0,3.0,3.0,0.0,1.0,8.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,4406.39990234375
ALMOND BUTTER (HOME-MADE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,9.0,30.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,4380.0
RED PLUMS,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10.0,10.0,8.0,26.0,5.0,11.0,12.0,6.0,7.0,0.0,3.0,2.0,3.0,0.0,6.0,5.0,8.0,8.0,6.0,12.0,6.0,8.0,5.0,0.0,0.0,3.0,16.0,7.0,7.0,207.0,4333.780029296875
MIXED NUTS (TRAIL MIX),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,86.5,1.0,0.0,88.5,4309.0048828125
KIWI,0.0,0.0,0.0,0.0,9.0,17.0,5.0,44.0,12.0,35.0,39.0,117.0,87.0,99.0,90.0,35.0,49.0,74.0,45.0,36.0,29.0,63.0,51.0,19.0,37.0,75.0,47.0,27.0,54.0,68.0,50.0,83.0,48.0,35.0,0.0,0.0,12.0,74.0,57.0,12.0,1634.0,4268.130065917969
POTATOES (CHEMICAL FREE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,10.0,27.0,14.0,27.0,38.0,37.0,75.0,69.0,15.0,0.0,0.0,3.0,46.0,43.0,20.0,432.0,4256.410015106201
ORGANIC QUINOA,0.0,0.0,0.0,4.0,7.0,19.0,18.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,4222.7998046875
LOW FAT RICE MILK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,10.0,18.0,34.0,27.0,2.0,0.0,12.0,4.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,4201.39990234375
RAW PISTACHIO,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,7.0,1.0,1.0,4.0,6.0,5.0,3.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,4025.839965820313
HAMBURGER,0.0,0.0,0.0,13.0,0.0,5.0,2.0,2.0,1.0,8.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,3871.400024414063
CITRUS FLOWER HONEY,0.0,0.0,0.0,5.0,0.0,1.0,6.0,8.0,8.0,8.0,6.0,14.0,5.0,8.0,7.0,1.0,4.0,3.0,1.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3850.0
VEAL ESCALOPE (CHEMICAL FREE) FROZEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,19.0,2.0,43.0,3821.60009765625
FLAX OIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,1.0,0.0,3.0,4.0,3.0,6.0,1.0,0.0,0.0,0.0,22.0,5.0,1.0,56.0,3813.900024414063
BABY SPINACH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,58.0,57.0,88.0,35.0,83.0,68.0,65.0,58.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,3802.300048828125
COLORED BELL PEPPER (CHEMICAL FREE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,12.0,14.0,5.0,16.0,23.0,20.0,36.0,20.0,5.0,0.0,0.0,0.0,26.0,15.0,10.0,215.0,3691.0999755859375
SEA SALT ( POTUGESE ) - FINE GRIND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.0,6.0,5.0,3.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,1.0,4.0,5.0,13.0,21.0,15.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,3675.875
WILD RICE ( ORGANIC ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,10.0,3.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3607.5
BEEF STEAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,3.0,6.0,3.0,6.0,2.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,3593.14990234375
GREEN ASPARAGUS,0.0,0.0,0.0,12.0,6.0,4.0,8.0,9.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,7.0,18.0,17.0,1.0,0.0,0.0,0.0,11.0,14.0,0.0,6.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,3575.75
BEEF TOP SIDE ROAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3552.780029296875
COCONUT FLOUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,10.0,11.0,3.0,42.0,3502.0
GOLDEN FLAXSEED MEAL,0.0,0.0,0.0,2.0,2.0,1.0,7.0,9.0,1.0,7.0,2.0,1.0,2.0,7.0,0.0,2.0,0.0,10.0,9.0,3.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,3491.9901123046875
MELON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,18.0,12.0,26.0,17.0,2.0,3.0,11.0,6.0,7.0,5.0,8.0,5.0,9.0,10.0,8.0,10.0,3.0,12.0,21.0,17.0,19.0,9.0,3.0,0.0,0.0,1.0,18.0,4.0,4.0,283.0,3424.010009765625
HOMEMADE BREAD MIX ( GLUTEN FREE ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,2.0,7.0,3.0,0.0,1.0,6.0,1.0,2.0,5.0,3.0,0.0,2.0,6.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,3401.64990234375
RAW HONEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,3276.89990234375
BLACKBERRIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,5.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,3252.0
BANANAS (IMPORTED),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,8.0,22.0,34.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,30.0,14.0,7.0,178.0,3243.0
SMOKED SALMON (FROZEN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,8.0,4.0,10.0,4.0,1.0,0.0,0.0,0.0,8.0,3.0,3.0,50.0,3241.6499633789062
AMERICAN RED APPLE,0.0,0.0,0.0,5.0,1.0,6.0,3.0,5.0,3.0,3.0,6.0,2.0,3.0,1.0,10.0,6.0,1.0,5.0,4.0,2.0,7.0,7.0,4.0,13.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,3223.8699951171875
ORGANIC RED QUINOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3210.300048828125
APPLES (SUKARY),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,16.0,22.0,19.0,13.0,1.0,3.0,15.0,4.0,5.0,3.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,3194.56005859375
RAW MILLED LINSEEDS (FLAX SEED MEAL ) - ORGANIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,1.0,4.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0,1.0,36.0,2.0,3.0,84.0,3193.3299560546875
OLD COUNTRY STYLE MUESLI,0.0,0.0,0.0,2.0,1.0,0.0,5.0,6.0,1.0,4.0,6.0,6.0,1.0,3.0,4.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,3192.4000244140625
BLUEBERRIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,3.0,0.0,0.0,28.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,3178.0
GLUTEN FREE ROLLED OATS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3158.5
MIXED NUTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,22.0,15.0,1.0,57.0,3106.5
RED GRAPES - SEEDLESS(CHEMICAL FREE),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,34.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,16.0,144.0,3090.1500244140625
MEDJOUL DATES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,10.0,10.0,3.0,0.0,0.0,0.0,47.0,5.0,0.0,86.0,3085.199951171875
ORGANIC COCONUT OIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3078.39990234375
NGS HAPPY LIFE BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3071.47998046875
DUCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,2.0,4.0,10.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3024.0
DRIED GOJI BERRIES,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,0.0,4.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,3006.75
MANUKA HONEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,15.0,3000.0
NGS MINI HAPPY LIFE BOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,11.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2969.580078125
RASPBERRIES ( FROZEN ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,6.0,4.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,5.0,47.0,2960.389892578125
RED APPLES (AMERICAN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,3.0,5.0,8.0,13.0,6.0,2.0,1.0,0.0,0.0,0.0,38.0,4.0,1.0,103.0,2959.0
LOLLA ROSSA,0.0,0.0,0.0,3.0,5.0,6.0,9.0,4.0,2.0,19.0,11.0,32.0,22.0,19.0,13.0,17.0,5.0,14.0,7.0,10.0,4.0,4.0,9.0,3.0,3.0,25.0,20.0,23.0,11.0,18.0,17.0,23.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,2942.370086669922
COOKING OAT ( GLUTEN FREE ),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2890.0
BROWN SUGAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,5.0,3.0,1.0,7.0,3.0,1.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,1.0,0.0,4.0,5.0,1.0,3.0,2.0,19.0,17.0,12.0,3.0,0.0,0.0,0.0,20.0,15.0,5.0,171.0,2860.020118713379
ORANGES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,13.0,12.0,11.0,18.0,4.0,6.0,12.0,8.0,11.0,7.0,5.0,10.0,25.0,20.0,24.0,7.0,1.0,6.0,10.0,11.0,10.0,15.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,270.0,2811.47998046875
GREEN APPLES (FRENCH) - IMPORTED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,10.0,16.0,13.0,6.0,6.0,2.0,0.0,0.0,0.0,26.0,5.0,1.0,103.0,2789.4248046875
SPIRULINA POWDER (ORGANIC),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,7.0,1.0,23.0,2767.993896484375
RASPBERRIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,4.0,2.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2758.0
