Product,CAGR,Period,CMGR
Potatoes,,34,14.647620311231435
Potatoes ( chemical free ),,19,27.80231564939395
Potatoes (chemical free),,5,54.257718750195025
Potatoes nicola / 1 kg,,38,4.445787857832539
Potatoes( chemical free),,12,26.269942691931192
Premium Brown Rice,,37,2.720820588184658
Premium Brown Sugar,,38,4.313921517916031
Premium Flax Seeds / 250g,,38,5.338984211286446
Premium French Sea Salt / 367g,,38,4.326334198532411
Premium Green Tea / 300g,,38,3.7155044446191887
Premium Norwegian Salmon Steak,,38,5.161385159540988
Premium Norwegian Smoked Salmon,,38,6.246783089404118
Premium Portuguese Sea Salt / 453g,,38,6.246783089404118
Premium Raw Wheat Germ / 200g,,38,2.933282505624746
Premium Smoked Salmon fillet (Sushi),,35,1.611753092731627
Premium Whey Protein / 450g,,38,3.8811026436411655
Premium large leaf Hibiscus / 250g,,36,3.098742495292073
Probiotics,,30,5.511306353622758
Protein bar with chocolate,,2,100.0
Protein bar with strawberry cheese cake,,1,0.0
Prune Juice (natural laxative) 946ML,,5,36.08221078587388
Prune Juice Naturally,,11,13.431252219546263
Psyllium husk,,19,24.082843999487924
Psyllium seeds,,5,10.756634324829006
Psyllium seeds / 300g,,38,8.669242950134958
Puk choi,,33,12.453562584929623
Pumpkin,,33,6.443938192923149
Pumpkin (European),,5,34.080129120845726
Pumpkin Seeds,,5,0.0
Pumpkin Seeds / 100g,,38,16.374454217663548
Pumpkin jam (natural),,3,25.99210498948732
Pumpkin jam with caramel (natural),,5,14.869835499703509
Pumpkin seeds (hulled) - organic,,5,0.8548252303932413
Pure coconut milk,,14,19.42200949688373
Pure oats ( gluten free ),,17,15.56897485275741
Purple Asparagus,,36,2.3815210337001957
Purple broccoli,,33,3.38516372166493
Purple kale ( aquaponic ),,17,0.0
Purple superberry juice,,19,17.28053784302377
Quinoa ( white ) - organic / 454g,,34,19.271168566325937
Quinoa ( white ) - organic 454g,,5,48.0578244802031
Quinoa (Chemical free) - Egyptian,,12,21.987988240201915
Quinoa (Chemical free) - Local,,6,77.74557834433962
Quinoa (white) - organic,,16,17.309958675244342
Quinoa - red (Peru),,6,32.67688668991322
Quinoa - white (Bolivia),,5,0.0
Quinoa - white (Peru),,5,22.960076867073465
Quinoa bread (gluten free),,1,0.0
Quinoa fusilli (gluten free),,2,14.017542509913806
Quinoa pasta (penne) - gluten free,,5,25.82038635886965
Quinoa penne (gluten free),,1,0.0
Quinoa soup with lentil,,5,20.11244339814313
Quinoa soup with vegetables (glten free),,5,14.869835499703509
Quinoa spaghetti (gluten free),,2,32.287565553229534
Radicchio,,18,3.9259226031843397
Radish,,17,14.36876098934694
Raisins (chemical free),,16,17.975280448283982
Raisins jam (natural),,5,5.922384104881218
Raspberries,,23,6.856727581927302
Raspberries ( frozen ),,19,24.694210382885796
Raw Cashew nut / 250g,,38,6.246783089404118
Raw Pecan / 250g,,38,6.383286439068092
Raw Peruvian cacao ( organic ),,18,19.581317450040192
Raw Pistachio / 250g,,38,4.828087970997763
Raw Pumpkin Seeds (hulled) - organic,,1,0.0
Raw Sunflower Seed Shelled / 566g,,38,6.757773192113659
Raw Walnut - Shelled / 250g,,38,6.1520377062270315
Raw Wheat Germ (Kheir Misr) / 200g,,34,5.967926525581868
Raw almonds (shelled) 250g,,5,22.61583450102038
Raw almonds - shelled / 250g,,34,15.359721984164354
Raw almonds shelled / 250g,,38,5.693366956016677
Raw cashew 250g,,6,94.11494073605414
Raw cashew nut / 250g,,34,15.15714638943939
Raw honey,,20,15.006307454149281
Raw honey (natural),,3,161.5397290558303
Raw honey (organic),,4,79.38135073864849
Raw macadamia nuts,,2,100.0
Raw milled linseeds (flax seed meal ) - organic,,18,30.209653140244907
Raw pecan / 250g,,34,13.971920914265379
Raw pecan 250g,,5,39.74794870703848
Raw pistachio / 250g,,33,13.532675271583816
Raw pistachio 250g,,5,11.739172297280852
Raw sunflower seed ( shelled ) / 566g,,33,12.992409780629766
Raw sunflower seed ( shelled ) 566g,,6,68.81547896743439
Raw walnut (shelled) 250g,,6,75.45610231343387
Raw walnut - shelled / 250g,,34,14.186644770096857
Red Cabbage (chemical free),,5,2.1295687600135116
Red Cabbage(chemical free),,12,7.316063087694524
Red Curly Batavia / 500g,,38,6.103465429447086
Red Curly Frisee / 500g,,38,1.0727263318404345
Red Curly frisee,,28,4.194491814186385
Red Radish (chemical free),,5,0.6803348678863008
Red Radish(chemical free),,12,20.810976660154523
Red Romaine / 500g,,38,4.1370909570770165
Red Sucrine lettuce,,29,6.37285234985161
Red Superberry juice,,19,16.704708230299413
Red Swiss Chard (chemical free),,5,0.0
Red Swiss Chard(chemical free),,12,8.935402864149511
Red apples ( American ),,17,8.471415183569441
Red apples (American),,5,5.634047145907006
Red asparagus,,19,13.744907889299917
Red asparagus (chemical free),,5,52.94980759586863
Red baby carrots,,33,0.5349304127709953
Red bag clip,,33,3.206248048065996
Red cabbage,,31,9.495917161591061
Red cabbage (chemical free),,4,0.0
Red carrot jam (natural),,4,10.66819197003217
Red chili pepper,,25,5.138728795335434
Red chili pepper ( chemical free ),,18,9.353242956045982
Red chilli pepper ( chemical free ),,14,5.075663865321944
Red chilli pepper (chemical free),,2,0.0
Red curly batavia (chemical free),,1,
Red endive,,33,6.951096234554344
Red endive (chemical free),,5,7.816627521627906
Red grapes,,29,5.760959180390479
Red grapes ( chemical free ),,16,2.7999362624229196
Red grapes ( imported ),,17,14.399832987548745
Red grapes (imported),,6,51.30857494229015
Red grapes (local),,5,40.62823883876352
Red grapes - seedless(chemical free),,15,17.491177848121396
Red grapes - seedless(organic),,4,20.036256278113495
Red iceberg,,29,9.247583589342078
Red iceberg lettuce,,18,9.105522991487526
Red iceberg lettuce (chemical free),,5,0.0
Red onion,,4,49.47848903062313
Red onion ( chemical free ),,19,20.861638659271286
Red onion (Chemical free),,5,0.0
Red onions,,33,9.398517104154358
Red onions ( Chemical free ),,13,1.1928326359882835
Red pears (american) - imported,,5,0.0
Red plum ( chemical free ),,17,9.929912581037946
Red plums,,33,14.805867790718818
Red plums ( imported ),,17,13.605220075597192
Red plums (imported),,6,57.80032112476101
Red plums (local),,5,29.335831501345865
Red quinoa,,13,10.060758782824863
Red romaine,,29,9.427796594715886
Red romaine (chemical free),,5,12.474611314209483
Red watermelon (seedless),,2,59.3255013631383
Rib eye steak ( Chemical free ) - frozen,,14,21.67719199125493
Rice Bran (gluten free),,5,20.11244339814313
Rice and almond milk ( organic ),,21,0.8719776580766725
Rice chips ( Santa fe barbecue ),,12,30.99271570183999
Rice chips ( Sea salt ),,13,28.463513860601132
Rice milk (original),,10,21.48140440390669
Rice milk extra calcium ( organic ),,21,0.8719776580766725
Rice milk with cacao ( organic ),,21,4.794295130502602
Rocket ( aquaponic ),,17,0.0
Roland wild rice,,15,17.334622119340516
Rolled Oats (gluten free),,3,39.63864322564024
Romaine lettuce ( aquaponic ),,18,6.293507041105428
Romanesco broccoli,,33,0.0
Roquette,,18,30.117557306869493
Roquette (chemical free),,5,36.04101973540219
Rosamarry(chemical free),,11,3.754823579391897
Rose water,,15,4.729412282062673
Rosemary,,33,12.628546816177643
Rosemary(chemical free),,12,14.352983608292025
Rosemery (chemical free),,5,35.09600385206135
Rotini ( gluten free ) - Italian,,21,17.300038276354933
Royal Goat Milk Facial Soap,,11,6.504108943996267
Ruby chard ( colored beets ),,16,0.0
Ruby chard (chemical free) - colored beets,,2,0.0
Ruby chard (silver beet ) - ( aquaponic ),,17,0.0
Rucola,,34,11.871961265838316
Rustica garlic & parsley,,19,0.0
Rustica olives oil & salt,,19,0.0
Rustica tomato & oregano,,19,0.0
Rye bread (loaf),,10,23.863084998110363
Rye flour light,,2,47.19601443879744
Rye mix bread,,2,15.470053837925146
Safaga red sea salt with lavender,,11,0.0
Sage,,32,13.96253743790863
Sage ( aquaponic ),,17,0.0
Sage (chemical free),,5,22.214001604113843
Salad Seasoning,,16,19.433639250565538
Salad flowers,,33,10.320009091747906
Salad flowers (chemical free),,5,0.0
Salmon steak,,18,16.39874366743632
Salmon steak ( frozen ),,17,21.661540584370286
Salmon steak (frozen),,5,28.174518963618066
Salt & Vinegar,,16,16.105916360053783
Salted biscuits ( gluten free ) - dr schar,,20,10.675055439429592
Sandwich box,,13,11.253147609648684
Saris lettuce (chemical free),,11,0.0
Sausage (Sogo2) / 1kg,,36,3.9259226031843397
Scandinavian twisted baguette (tordu),,10,31.481524079203503
Sea Salt grinder,,18,14.133314825506638
Sea salt ( potugese ) - fine grind / 453g,,33,11.34438718984243
Sea salt ( potugese ) - fine grind 453g,,5,27.327252211375217
Sea salt ( potugese ) - fine grind 453g / 453g,,6,0.0
Sea salt (french - celtic) - fine grind,,2,41.42135623730952
Sea salt / 907g,,33,8.325612318854713
Seed sprouts (chemical free),,5,26.860365757837922
Seeds sprouts,,18,12.192536700081803
Selamlique Turkish coffe Mastic,,18,0.0
Selamlique Turkish coffe cardamon,,20,3.5264923841377582
Sesame Seeds (Organic) - Egyptian,,1,0.0
Shampo with tea tree oil / 473ml,,33,6.4198877841060265
Shampoo (natural),,11,0.0
Shampoo (normal hair),,5,24.57309396155174
Shampoo with tea tree oil,,2,22.474487139158896
Shamsy bread (whole grain),,16,18.337167501123886
Shea butter,,16,9.05077326652577
Shea butter balm (for hair),,4,10.66819197003217
Shea butter soap,,12,9.587269113524432
Sheep milk cheese,,14,27.191180994906382
Shine/Split end hair serum,,11,0.0
Short Grain Brown Rice,,38,5.536497373736915
Short black aubergine,,33,10.749773254492002
Short grain brown rice ( eco farmed ) - organic / 907g,,34,11.930260257610215
Short grain brown rice ( organic ) - eco farmed,,5,33.469539210670376
Short white aubergine,,31,9.597115820218406
Shoyu soy sauce (organic),,5,33.56042305195701
Silver beet,,33,5.026162396649103
Silver beet / 250g,,38,0.0
Sixth of October,,33,12.00679464975094
Sixth of October - Fifth settlement delivery fee,,37,7.6889461562747785
Sixth of October above 300 L.E,,15,29.444245710919237
Skinny oats with berries and green tea extract ( for weight loss ),,17,30.642489244385374
Smelling Fresh Deodrant,,11,28.666489800943175
Smoked Herrin,,25,0.0
Smoked Salamon,,25,0.0
Smoked salmon ( frozen ),,16,15.233776874318483
Smoked salmon (frozen),,11,27.303227366731765
Snack box ( mini ),,13,0.0
Snack tubes ( double ),,13,0.0
Sorel,,17,0.0
"Sorghum flour (white, sweet)",,4,0.0
Soy Lecithin / 453g,,35,0.0
Soy lecitihin granules,,3,44.22495703074083
Soy lecitihin granules / 453g,,32,7.665929409216821
Soy milk,,18,1.6110738047837136
Soy milk ( Banana ),,13,0.0
Soy milk ( light ),,13,6.62806844479118
Soy milk (organic) - unsweetened,,15,4.4559324910976805
Soy milk (vanilla),,14,5.075663865321944
Soy protein powder / 369g,,33,4.997971594092743
Soy sauce ( kikkoman ),,19,5.952606473827515
Soya chocolate flavour ( organic ),,17,12.3415120129573
Soya milk ( Original ),,11,0.0
Soya milk ( With banana ),,10,0.0
Soya milk ( organic ),,17,11.217250947462066
Soya milk ( special for a perfect cappuccino),,17,15.065155750825653
Soya milk with red fruits,,17,4.161601065058385
Soya milk with red fruits 250ml,,12,15.64594073755552
Soya milk with vanilla,,11,7.325964555966014
Spaghetti ( gluten free ) - Italian,,21,10.408951367381224
Spaghetti ( gluten free ) - dr schar,,21,15.4038159927679
Spanish extra virgin olive oil,,35,0.0
Spanish extra virgin olive oil ( organic ) / 473g,,33,8.264249669613722
Spanish extra virgin olive oil ( organic ) 473g,,5,20.933909645000547
Spearmint ( chemical free ),,13,0.0
Spearmint (chemical free),,1,
Spelt & Rye crackers (cumin),,10,23.11444133449163
Spelt & Rye crackers (mixed seeds),,10,24.13363750287345
Spelt & Rye crackers (sunflower seeds),,5,42.37415948732581
Spelt bread,,2,22.474487139158896
Spelt bread (loaf),,11,36.34309393089041
Spelt flour,,6,65.4343325129102
Spicy peach jam,,35,4.0403283221836395
Spinach,,34,13.796465035851124
Spinach ( chemical free ),,19,8.644918869568329
Spinach(chemical free),,12,10.66819197003217
Spinash / 500g,,36,5.554060733297872
Spirulina powder (organic),,6,71.36331522544145
Spirulina tablets,,33,4.290378144639551
Split end - hair serum,,14,0.0
Spring onion ( chemical free ),,19,28.684320616357482
Spring onion (Chemical free),,6,70.42279386226045
Sprouts,,18,20.431447912165
Sprouts (chemical free),,5,6.192597780913367
St.john's wort powder,,32,10.391193875808668
Stainless steel bottle,,13,0.0
Stawberry jam (natural),,5,28.473515712343932
Steel cut oats,,5,14.869835499703509
Stem ginger Oat Biscuits,,17,0.0
Stevia,,13,26.97865897754943
Stevia / 35g,,33,1.2362614549220163
Strawberries,,34,8.194746056574576
Strawberry,,10,18.58677786278009
Sucanat / 454g,,32,5.75897342418854
Sucrine,,33,0.0
Sucrine Lettuce / 500g,,38,0.7599310154630556
Sucrine lettuce,,17,20.02981275845317
Sucrine lettuce (chemical free),,4,0.0
Sugar and jojoba body scrub,,14,0.0
Summer mix ( frozen ),,19,3.7155044446191887
Sun dried tomatoes with herbs (natural),,4,18.920711500272102
Sun screen with wheatgerm and coconut oil,,5,5.922384104881218
Swede (2ol2as),,33,5.627567918164811
Sweet Basil (chemical free),,5,0.0
Sweet Basil(chemical free),,12,11.004095833156224
Sweet almond oil,,16,5.893974898014798
Sweet almond oil and rose oil,,15,4.729412282062673
Sweet onions,,17,21.6541540253554
Sweet oranges,,17,24.740870187847584
Sweet peach,,15,11.806378838383091
Sweet pineapples,,17,16.840321823286253
Sweet potato,,36,2.8785727370508996
Sweet potato ( chemical free ),,19,3.7155044446191887
Sweet potatoes,,34,13.778962963594466
Sweet potatoes ( chemical free ),,16,20.831380905579145
Sweet potatoes (Chemical free),,5,89.59776646397317
Sweet red oranges(for juicing),,5,0.0
Swiss Chard(chemical free),,12,8.629299841346349
Tamari soy sauce (organic),,5,26.0258420782854
Tamarind paste,,17,4.2238247764687875
Taosted sesamme brown rice cakes / 255g,,33,8.325612318854713
Tarragon,,18,12.842125918488811
Tarragon (chemical free),,4,23.20746113099006
Tea Tree Therapy Antiseptic Cream,,38,4.828087970997763
Tea Tree Therapy Liquid Soap / 226g,,38,6.757773192113659
Tea Tree Therapy Shampoo,,36,2.2781461820273075
Tea tree oil,,3,91.29311827723889
Tea tree oil / 30ml,,33,0.0
Tea tree oil chest rub,,2,0.0
Tekka (miso condiment) / 80g,,28,2.5064211965874605
Textured Soy Protein,,5,30.59468698630159
The Miraculous Soap / 175g,,38,5.049129214829984
The best Organic Soy Milk / 946ml,,38,5.624709124406291
Thyme,,32,7.766348240998555
Thyme ( chemical free ),,16,10.582301703023521
Thyme (chemical free),,5,24.39959315711018
Thyme / 100g,,37,4.148829228781081
Toast ( gluten free ),,20,25.383901424272114
Toast bread flour ( Gluten free ),,12,11.004095833156224
Tofu,,19,12.243772523428586
Tofu (organic),,3,128.94284851066638
Tofu / 250g,,38,3.428336445803981
Tomato & sauce (Frozen),,3,192.4017738212866
Tomato ( chemical free ),,19,23.331809202565566
Tomato (chemical free),,11,23.83319898412315
Tomato - Chemical free / 500g,,36,0.0
Tomatoes,,34,13.609644466358727
Tomatoes / 500g,,38,4.745766915138838
Tomatoes on roots ( chemical free ),,19,19.23859078419319
Tooth paste with tea tree oil,,3,91.29311827723889
Top side steak (chemical free) - frozen,,16,23.02836552321663
Tortillas (whole grain),,14,13.653347600972431
Traditional crackers,,4,-100.0
Transparent glycerin soap,,15,4.729412282062673
Tritan bottle ( with freeze stick inside ),,14,3.06648307580466
Tufo,,22,0.0
Tulsi Green tea (organic),,5,-12.944943670387588
Tulsi masala chia (organic),,2,0.0
Tulsi original (organic),,5,0.0
Turbinado sugar / 881g,,31,7.941470362758274
Turbinado sugar 881g,,5,28.473515712343932
Turkey,,33,6.504108943996267
Turkey (female),,33,7.954238272846337
Turkey (frozen),,3,0.0
Turkey meat balls (Frozen),,2,41.42135623730952
Turmeric powder,,28,0.0
Ume plum vineger / 269ml,,32,5.1581198495976865
Unsweetened almond milk,,13,24.96266006383503
Unsweetened coconut flakes / 340g,,33,0.0
Unsweetened soy milk ( Organic ) / 946ml,,34,14.914661893037472
Unsweetened soy milk ( Organic ) 946ml,,6,91.93831036664844
Unsweetened soy milk ( Original ),,13,30.50624499939152
V-SOY MILK BOTTLE,,18,0.0
Vanilla cake mix ( Gluten Free),,5,48.61669577303998
Vanilla cake mix ( gluten free ) / 539g,,33,6.887496504147017
Vanilla cookies (gluten free),,6,15.167373966420318
Vanilla cream biscuits (gluten free),,6,6.991319393366302
Veal Escalope (Biftek) / 1kg,,37,9.794530874239404
Veal Liver,,25,1.6350839811869022
Veal Liver / 1kg,,38,9.966010313296314
Veal Picatta (chemical free) - frozen,,5,51.29007923311264
Veal Ribs (Beit Kalawy) / 1kg,,38,8.408708351327721
Veal Ribs / 1kg,,37,0.0
Veal Shanks (Mowaz) / 1kg,,37,8.828465915216931
Veal Steak,,25,0.0
Veal bbq cuttlets (kabab),,33,5.301663747488461
Veal cutlets (Kabbab 7ala) / 1kg,,38,11.419740075918572
Veal cutlets (chemical free) - frozen,,5,35.82444309478539
Veal cutlets (chemical free) frozen,,9,0.0
Veal escalope (chemical free) - frozen,,5,22.19518903035207
Veal escalope (chemical free) frozen,,9,0.0
Veal kidney,,33,1.2362614549220163
Veal liver (chemical free) - frozen,,5,35.46719665332776
Veal liver (chemical free) frozen,,9,0.0
Veal mince (chemical free) - frozen,,4,63.753055807480386
Vegetable samosa (frozen),,2,73.20508075688772
Vegetable soup mix / 793g,,31,5.950168866372962
Vegetable spring rolls (frozen),,1,0.0
Veggie ta3mia (frozen),,2,123.60679774997898
Vine leave ( chemical free ),,18,1.6110738047837136
Wafer with chocolate ( Gluten free ),,12,5.946309435929531
Water Melon (red),,15,11.326357684480337
Water melon,,33,12.813640648698499
Water melon (chemical free),,4,24.46659545769567
Water melon (yellow),,15,12.994854646211863
Watercress,,33,6.522752756670647
Watercress ( aquaponic ),,18,3.809344426552097
Watercress (chemical free),,5,23.281065097307653
Watermelon Soap Scrub Bar,,12,5.946309435929531
Wheat Grass / 500g,,38,5.506476743839817
Wheat flour (sprouted) - natural,,4,0.0
Wheat germ,,3,25.99210498948732
Wheat germ / 453g,,32,5.75897342418854
Wheat germ miracle,,31,11.235056448942693
Whey Protein (Kheir Misr) / 450g,,34,0.0
Whey protein (pure),,5,21.235731804785797
Whey protein / 340g,,34,12.605881297847121
White Beans (Organic) - Egyptian,,1,0.0
White Hibiscus - Kheir Misr / 250g,,36,3.9259226031843397
White Peach / 500g,,38,0.0
White aubergine - arous (chemical free_,,5,0.0
White cabbage,,1,
White eggplant (organic),,4,13.213951831181635
White endive,,34,4.514267312326314
White endive (chemical free),,5,8.72383167803421
White grape juice ( organic ),,18,6.364678644264088
White grapes ( Chemical free ),,14,2.4324869001833394
White grapes ( chemical free ),,16,6.2460595801506535
White grapes (organic),,4,2.57800942627211
White onion,,4,26.632043791235805
White quinoa (organic),,5,0.0
White sauce (Frozen),,3,25.99210498948732
White tea fennel and peppermint,,11,6.504108943996267
White tea with peach,,14,13.749461484996917
White vinegar ( organic ),,15,4.729412282062673
Whole Chicken (chemical free),,12,9.318722334945328
Whole Chicken (chemical free) - frozen,,5,0.0
Whole Chicken / 1kg,,38,11.393016083441431
Whole chicken (frozen),,5,17.900526138458694
Whole dried shiitake mushroom / 25g,,33,4.290378144639551
Whole grain crackers with coriander,,5,19.13578981670916
Whole grain crackers with garlic,,5,5.922384104881218
Whole grain rice cakes (low fat)-lightly salted),,13,9.544129572903426
Whole grain rice cakes (organic) low fat - lightly salted,,15,9.682497969462588
Whole meal flour,,20,23.91188386509324
Whole rye bread (organic),,5,0.0
Wholesome pancake mix,,16,12.410553122717172
Wild & brown rice mix (gluten free),,3,58.74010519681994
Wild Rice / 227g,,36,3.9259226031843397
Wild arame sea weed (hand harvested) / 60g,,31,6.478329025884166
Wild habaq (chemical free),,3,25.99210498948732
Wild marjoram (chemical free),,3,44.22495703074083
Wild rice ( organic ) / 227g,,34,12.414067881576841
Wild rice ( organic ) 227g,,5,31.685827510493137
Wild rice / 226g,,33,2.3706635306619983
Wild rice cakes (organic) - gluten free,,5,11.842691472014465
Wild rosemary (chemical free),,4,56.508458007328734
Wild sage - salvia (chemical free),,4,31.60740129524924
Wild thyme (chemical free),,4,31.60740129524924
Wormwood Herb Powder,,26,0.0
Xanthan gum (gluten free),,2,18.32159566199232
Yaki nori sheets,,18,0.0
Yellow Grapefruit,,12,34.932252264324774
Yellow apples,,4,50.615854954428215
Yellow broccoli,,33,2.1226606315364105
Yellow capsicum ( chemical free ),,19,6.012265040237397
Yellow carrot ( chemical free ),,17,22.521489281554665
Yellow carrots,,33,14.907253484155891
Yellow cherry tomatoes,,34,8.764608199032864
Yellow onions ( Chemical free ),,13,1.4123543114045178
Yellow split peas / 822g,,33,3.8692295933750787
Yellow watermelon,,2,41.42135623730952
Ying/Yang Facial Acne Soap,,11,0.0
Zarda extra virgin olive oil,,18,0.0
Zucchini,,34,14.140320492090929
Zucchini ( Chemical free ),,13,0.0
Zucchini ( chemical free ),,19,33.061266458526894
Zucchini (chemical free),,11,30.534623522221338
Zucchini (organic),,4,43.89140526681739
Zucchini / 500g,,38,4.884984470533871
Zucchini flowers,,17,16.793667514165158
Zucchini flowers (chemical free),,5,63.205133846054906
Zucchini jam with pistachio & mastic (natural),,1,0.0
baby potatoes (chemical free),,5,4.809425014997348
carrot  (Organic),,24,0.0
chia seeds,,16,14.18980476355658
chives,,17,23.122162146240875
cocoa wafer cacao ( gluten free ),,18,12.776500356690267
colman's mustard,,18,0.0
cranberry juice,,12,23.511514938295576
cucumber,,34,14.437789013381042
iceberg lettuce,,32,0.0
lolla rossa,,34,14.98881975309403
lollo bionda,,33,8.065189338734392
mesclun (a mix of salad greens),,34,12.87258859135374
mushroom,,17,0.0
mustard leaves (chemical free),,5,0.0
organic lemon grass,,18,5.222297013984201
osso bucco,,34,9.798004775732716
pak choi (chemical free),,5,0.0
pancake mix ( gluten free ) / 623g,,33,11.927861280295659
peeied tiger shrimp medium,,19,3.7155044446191887
salmon Steak / Default,,25,8.04093205083971
silver beet (chemical free),,5,0.0
spirulina powder / 100g,,31,8.390386682150574
swede (2ol2as),,35,0.0
sweet potato (organic,,24,0.0
sweet potatoes(chemical free),,5,-2.2837756153975985
veal Picatta / 1kg,,37,9.577209730957769
